organization,country
Toshkent davlat sharqshunoslik universiteti,Uzbekistan
Toshkent Davlat Stomatologiya Instituti,Uzbekistan
Toshkent Davlat Texnika Universiteti,Uzbekistan
Toshkent Davlat Yuridik Universiteti,Uzbekistan
Toshkent Farmatsevtika Instituti,Uzbekistan
Toshkent irrigatsiya va qishloq xo'jaligini mexanizatsiyalash muhandislari instituti,Uzbekistan
Toshkent Kimyo-Texnologiya Instituti,Uzbekistan
Toshkent Moliya Instituti,Uzbekistan
Toshkent Pediatriya Tibbiyot Instituti,Uzbekistan
Toshkent Shahridagi Inha Universiteti,Uzbekistan
Toshkent Shahridagi Singapur Menejmentni Rivojlantirish Instituti,Uzbekistan
Toshkent Shahridagi Turin Politexnika Universiteti,Uzbekistan
Toshkent Shahridagi Xalqaro Vestminster Universiteti,Uzbekistan
Toshkent Temir yo'l Muhandislari Instituti,Uzbekistan
Toshkent Tibbiyot Akademiyasi,Uzbekistan
Toshkent To'qimachilik va Yengil Sanoat Instituti,Uzbekistan
Toshkent viloyati chirchiq davlat pedagogika instituti,Uzbekistan
Toshkentagi M. V. Lomonosov nomidagi Moskva Davlat Universiteti,Uzbekistan
Tottori University,Japan
Tottori University of Environmental Studies,Japan
Tougaloo College,United States
Toulouse Business School,France
Touro College,United States
Touro College Berlin,Germany
Touro University California,United States
Towson University,United States
Toyama Prefectural University,Japan
Toyama University of International Studies,Japan
Toyo Eiwa University,Japan
Toyo Gakuen University,Japan
Toyo University,Japan
Toyohashi Sozo University,Japan
Toyohashi University of Technology,Japan
Toyota Technological Institute,Japan
Trakia University,Bulgaria
Trakya Üniversitesi,Turkey
Trans-Africa Christian University,Zambia
Transbaikal State University,Russia
Transporta un sakaru instituts,Latvia
TransWorld University,Taiwan
Transylvania University,United States
Trencianska Univerzita Alexandra Dubceka v Trencíne,Slovakia
Trent University,Canada
Trevecca Nazarene University,United States
Tribhuvan University,Nepal
Trine University,United States
Trinidad & Tobago Hospitality and Tourism Institute,Trinidad and Tobago
Trinity Bible College,United States
Trinity Christian College,United States
Trinity College,United States
"Trinity College Dublin, University of Dublin",Ireland
Trinity College of Florida,United States
Trinity College of Nursing & Health Sciences,United States
Trinity International University,United States
Trinity Laban Conservatoire of Music and Dance,United Kingdom
Trinity University,United States
Trinity University of Asia,Philippines
"Trinity University, Zambia",Zambia
Trinity Washington University,United States
Trinity Western University,Canada
Tripura University,India
Tri-State Bible College,United States
Trnavská univerzita v Trnave,Slovakia
Trocaire College,United States
Troy University,United States
Truett McConnell University,United States
Truman Bodden Law School,Cayman Islands
Truman State University,United States
Tsetsee Goun Institute of Management,Mongolia
Tshwane University of Technology,South Africa
Tsinghua University,China
Tsuda University,Japan
Tsukuba Gakuin University,Japan
Tsukuba International University,Japan
Tsukuba University of Technology,Japan
Tsuru University,Japan
Tsurumi University,Japan
Tufts University,United States
Tula State Pedagogical University,Russia
Tula State University,Russia
Tulane University,United States
Tumaini University Makumira,Tanzania
Tumkur University,India
Tung Fang Design of University,Taiwan
Tunghai University,Taiwan
Tungnan University,Taiwan
Tunisia Tech University,Tunisia
Turan University,Kazakhstan
Turan-Astana University,Kazakhstan
Türk Hava Kurumu Üniversitesi,Turkey
Türk-Alman Üniversitesi,Turkey
Turkestan Institute of Higher Education,Afghanistan
Turkmen Agricultural University,Turkmenistan
Turkmen National Conservatory,Turkmenistan
Turkmen National Institute of World Languages,Turkmenistan
Turkmen State Institute of Architecture and Construction,Turkmenistan
Turkmen State Institute of Culture,Turkmenistan
Turkmen State Institute of Economics and Management,Turkmenistan
Turkmen State Institute of Finance,Turkmenistan
Turkmen State Institute of Transport and Communications,Turkmenistan
Turkmen State Medical University,Turkmenistan
Turkmen State Pedagogical Institute,Turkmenistan
Turkmen State Power Engineering Institute,Turkmenistan
Turkmen State University,Turkmenistan
Turun ammattikorkeakoulu,Finland
Turun yliopisto,Finland
Tusculum University,United States
Tushee Institute,Mongolia
Tuskegee University,United States
Tver State Medical University,Russia
Tver State Technical University,Russia
Tver State University,Russia
Twin Palm Leadership University,Zambia
Tyumen Industrial University,Russia
Tyumen State Agricultural Academy,Russia
Tyva State University,Russia
Tzu Chi University,Taiwan
Tzu Chi University of Science and Technology,Taiwan
Z.H. Sikder University of Science and Technology,Bangladesh
Zabol University of Medical Sciences,Iran
Zachodniopomorska Szkola Biznesu w Szczecinie,Poland
Zachodniopomorski Uniwersytet Technologiczny w Szczecinie,Poland
Zagazig University,Egypt
Zagrebacka kola ekonomije i managementa,Croatia
Zahedan University of Medical Sciences,Iran
Zambian Christian University,Zambia
Zambian Royal Medical University,Zambia
Zamboanga State College of Marine Sciences and Technology,Philippines
Zamfara State University,Nigeria
Zanjan University,Iran
Zanjan University of Medical Sciences,Iran
Zanzibar University,Tanzania
Zaozhuang University,China
Západoceská Univerzita v Plzni,Czech Republic
Zaporizhia Medical Academy of Postgraduate Education,Ukraine
Zaporizhia State Engineering Academy,Ukraine
Zaporizhia State Medical University,Ukraine
Zaporizhzhya Institute of Economics and Information Technology,Ukraine
Zaporizhzhya National Technical University,Ukraine
Zaporizhzhya National University,Ukraine
Zarqa University,Jordan
Zasagt Khan Institute,Mongolia
Zawul Institute of Higher Education,Afghanistan
Zayed University,United Arab Emirates
ZCAS University,Zambia
Zdravstveno veleucilite Zagreb,Croatia
Zenith University College,Ghana
Zeppelin University,Germany
Zetech University,Kenya
Zhangjiakou University,China
Zhaoqing University,China
Zhaotong University,China
Zhejiang Chinese Medical University,China
Zhejiang Conservatory of Music,China
Zhejiang Forestry University,China
Zhejiang Gongshang University,China
Zhejiang International Studies University,China
Zhejiang Normal University,China
Zhejiang Ocean University,China
Zhejiang Sci-Tech University,China
Zhejiang Shuren University,China
Zhejiang University,China
Zhejiang University of Finance and Economics,China
Zhejiang University of Science and Technology,China
Zhejiang University of Technology,China
Zhejiang University of Water Resources and Electric Power,China
Zhejiang Wanli University,China
Zhejiang Yuexiu University of Foreign Languages,China
Zhengzhou Chenggong University of Finance and Economics,China
Zhengzhou Institute of Finance and Economics,China
Zhengzhou Institute of Technology,China
Zhengzhou Normal University,China
"Zhengzhou Shengda University of Economics, Business and Management",China
Zhengzhou Technology and Business University,China
Zhengzhou University,China
Zhengzhou University of Aeronautics,China
Zhengzhou University of Industrial Technology,China
Zhengzhou University of Light Industry,China
Zhengzhou University of Science and Technology,China
Zhetysu State University,Kazakhstan
Zhezkazgan University,Kazakhstan
Zhongkai University of Agriculture and Engineering,China
Zhongnan University of Economics and Law,China
Zhongyuan University of Technology,China
Zhoukou Normal University,China
Zhytomyr Ivan Franko State University,Ukraine
Zhytomyr National Agroecological University,Ukraine
Zhytomyr State Technological University,Ukraine
Ziauddin University,Pakistan
ilinská univerzita v iline,Slovakia
Zimbabwe Ezekiel Guti University,Zimbabwe
Zintan University,Libya
ZNRF University of Management Sciences,Bangladesh
Zunyi Medical University,China
Zunyi Normal College,China
Zürcher Fachhochschule,Switzerland
Zuyd Hogeschool,Netherlands
U.P. Pt. Deen Dayal Upadhyaya Veterinary Science University and Cattle Research Institute,India
U1 University,Korea
Ube Frontier University,Japan
Ubon Ratchathani Rajabhat University,Thailand
Ubon Ratchathani University,Thailand
UC Leuven-Limburg,Belgium
UCSI University,Malaysia
Uczelnia Jana Wyzykowskiego,Poland
Uczelnia Lazarskiego,Poland
Uczelnia Medyczna im. Marii Sklodowskiej - Curie w Warszawie,Poland
Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej,Poland
Udmurt State University,Russia
Udon Thani Rajabhat University,Thailand
Ueno Gakuen University,Japan
Ufa State Aviation Technical University,Russia
Ufa State Petroleum Technological University,Russia
Ufuk Üniversitesi,Turkey
Uganda Christian University,Uganda
Uganda Martyrs University,Uganda
Uganda Pentecostal University,Uganda
Uganda Technology and Management University,Uganda
UGMEX,Mexico
Ugra State University,Russia
Uiduk University,Korea
UiT Norges arktiske universitet,Norway
Uka Tarsadia University,India
Ukhta State Technical University,Russia
Ukrainian Academy of Printing,Ukraine
Ukrainian Catholic University,Ukraine
Ukrainian Engineering and Pedagogical Academy,Ukraine
Ukrainian Medical Stomatological Academy,Ukraine
Ukrainian State University of Chemical Technology,Ukraine
Ukrainian State University of Railway Transport,Ukraine
Ulaanbaatar State University,Mongolia
Ulaanbaatar-Erdem University,Mongolia
Ulsan National Institute of Science and Technology,Korea
Ulster University,United Kingdom
Uludag Üniversitesi,Turkey
Uluslararasi Final Üniversitesi,Cyprus
Uluslararasi Kibris Üniversitesi,Cyprus
Uluslararasi Vizyon Üniversitesi,North Macedonia
Ulyanovsk State Pedagogical University,Russia
Ulyanovsk State Technical University,Russia
Ulyanovsk State University,Russia
Uman National University of Horticulture,Ukraine
Uman State Pedagogical University,Ukraine
Umaru Musa Yar'Adua University,Nigeria
Umeå universitet,Sweden
Umm Al Quwain University,United Arab Emirates
Umm Al-Qura University,Saudi Arabia
Umma University,Kenya
"UNICAF University, Malawi",Malawi
UniCamillus University,Italy
Unicorn University,Czech Republic
Unidad Central del Valle del Cauca,Colombia
Uniformed Services University of the Health Sciences,United States
UniLaSalle,France
Union Christian College,Philippines
Union College,United States
"Union College, Kentucky",United States
"Union College, Nebraska",United States
Union Institute & University,United States
Union University,United States
Union University of Science and Technology,Yemen
UNITAR International University,Malaysia
United African University of Tanzania,Tanzania
United Arab Emirates University,United Arab Emirates
United International College,China
United International University,Bangladesh
United Methodist University,Liberia
United States Air Force Academy,United States
United States Coast Guard Academy,United States
United States International University Africa,Kenya
United States Merchant Marine Academy,United States
United States Military Academy,United States
United States Naval Academy,United States
United States Sports Academy,United States
United States University,United States
Unity College,United States
Unity University,Ethiopia
Universidad Abat Oliba CEU,Spain
Universidad Abierta Interamericana,Argentina
Universidad Academia de Humanismo Cristiano,Chile
Universidad Adolfo Ibañez,Chile
Universidad Adventista de Bolivia,Bolivia
Universidad Adventista de Centro América,Costa Rica
Universidad Adventista de Chile,Chile
Universidad Adventista de las Antillas,Puerto Rico
Universidad Adventista de Nicaragua,Nicaragua
Universidad Adventista del Plata,Argentina
Universidad Adventista Dominicana,Dominican Republic
Universidad Agraria de La Habana Fructuoso Rodríguez Pérez,Cuba
Universidad Agraria del Ecuador,Ecuador
Universidad Agroforestal Fernando Arturo de Meriño,Dominican Republic
Universidad Alas Peruanas,Peru
Universidad Albert Einstein,El Salvador
"Universidad Albert Einstein, Mexico",Mexico
Universidad Alberto Hurtado,Chile
Universidad Alejandro de Humboldt,Venezuela
Universidad Alfonso X el Sabio,Spain
Universidad Alonso de Ojeda,Venezuela
Universidad Alva Edison,Mexico
Universidad Alzate de Ozumba,Mexico
Universidad Amazónica de Pando,Bolivia
Universidad American College,Nicaragua
Universidad Americana,Paraguay
Universidad Americana de Acapulco,Mexico
"Universidad Americana, Costa Rica",Costa Rica
"Universidad Americana, Nicaragua",Nicaragua
"Universidad Americana, Panama",Panama
"Universidad Ana G. Méndez, Recinto de Carolina",Puerto Rico
"Universidad Ana G. Méndez, Recinto de Cupey",Puerto Rico
"Universidad Ana G. Méndez, Recinto de Gurabo",Puerto Rico
Universidad Anáhuac Cancún,Mexico
Universidad Anáhuac de Oaxaca,Mexico
Universidad Anáhuac de Xalapa,Mexico
Universidad Anáhuac Mayab,Mexico
Universidad Anáhuac México Norte,Mexico
Universidad Anáhuac México Sur,Mexico
Universidad Anáhuac Puebla,Mexico
Universidad Anáhuac Querétaro,Mexico
Universidad Andina del Cusco,Peru
Universidad Andina Néstor Cáceres Velásquez,Peru
Universidad Andina Simón Bolivar,Bolivia
"Universidad Andina Simón Bolívar, Ecuador",Ecuador
Universidad Andrés Bello,Chile
Universidad Antonio de Nebrija,Spain
Universidad Antonio Nariño,Colombia
Universidad Antonio Ruiz de Montoya,Peru
Universidad Anunciata,Nicaragua
Universidad APEC,Dominican Republic
Universidad Argentina de la Empresa,Argentina
Universidad Argentina John F. Kennedy,Argentina
Universidad Arturo Michelena,Venezuela
Universidad Arturo Prat,Chile
Universidad Arzobispo Loayza,Peru
Universidad Ateneo de Monterrey,Mexico
Universidad Atlántida Argentina,Argentina
Universidad Austral,Argentina
Universidad Austral de Chile,Chile
Universidad Autónoma Agraria Antonio Narro,Mexico
Universidad Autónoma Benito Juárez de Oaxaca,Mexico
Universidad Autónoma de Aguascalientes,Mexico
Universidad Autónoma de Asunción,Paraguay
Universidad Autónoma de Baja California,Mexico
Universidad Autónoma de Baja California Sur,Mexico
Universidad Autónoma de Barcelona,Spain
Universidad Autónoma de Bucaramanga,Colombia
Universidad Autónoma de Campeche,Mexico
Universidad Autónoma de Centro América,Costa Rica
Universidad Autónoma de Chapingo,Mexico
Universidad Autónoma de Chiapas,Mexico
Universidad Autónoma de Chihuahua,Mexico
Universidad Autónoma de Chile,Chile
Universidad Autonoma de Chinandega,Nicaragua
Universidad Autonoma de Chiriqui,Panama
Universidad Autónoma de Ciudad Juárez,Mexico
Universidad Autónoma de Coahuila,Mexico
Universidad Autónoma de Colombia,Colombia
Universidad Autónoma de Durango,Mexico
Universidad Autónoma de Encarnación,Paraguay
Universidad Autónoma de Entre Ríos,Argentina
Universidad Autónoma de Fresnillo,Mexico
Universidad Autónoma de Guadalajara,Mexico
Universidad Autónoma de Guerrero,Mexico
Universidad Autónoma de Ica,Peru
Universidad Autónoma de la Ciudad de México,Mexico
Universidad Autónoma de la Laguna,Mexico
Universidad Autónoma de Luque,Paraguay
Universidad Autónoma de Madrid,Spain
Universidad Autónoma de Manizales,Colombia
Universidad Autónoma de Nayarit,Mexico
Universidad Autónoma de Nuevo León,Mexico
Universidad Autónoma de Occidente,Mexico
Universidad Autónoma de Piedras Negras,Mexico
Universidad Autónoma de Querétaro,Mexico
Universidad Autónoma de San Luis Potosí,Mexico
Universidad Autónoma de Santa Ana,El Salvador
Universidad Autónoma de Santo Domingo,Dominican Republic
Universidad Autónoma de Sinaloa,Mexico
Universidad Autónoma de Tamaulipas,Mexico
Universidad Autónoma de Tlaxcala,Mexico
Universidad Autónoma de Yucatán,Mexico
Universidad Autónoma de Zacatecas,Mexico
Universidad Autónoma del Beni,Bolivia
Universidad Autónoma del Caribe,Colombia
Universidad Autónoma del Carmen,Mexico
Universidad Autónoma del Estado de Hidalgo,Mexico
Universidad Autónoma del Estado de México,Mexico
Universidad Autónoma del Estado de Morelos,Mexico
Universidad Autónoma del Noreste,Mexico
Universidad Autónoma del Paraguay,Paraguay
Universidad Autónoma del Perú,Peru
Universidad Autónoma Gabriel René Moreno,Bolivia
Universidad Autónoma Intercultural de Sinaloa,Mexico
Universidad Autónoma Juan Misael Saracho,Bolivia
Universidad Autónoma Latinoamericana,Colombia
Universidad Autónoma Metropolitana,Mexico
Universidad Autónoma Municipal de Los Olivos,Peru
Universidad Autónoma San Francisco,Peru
Universidad Autónoma San Sebastián,Paraguay
Universidad Autónoma Tomás Frías,Bolivia
Universidad Benito Juarez,Mexico
Universidad Bernardo O'Higgins,Chile
Universidad Bethesda,Bolivia
Universidad Bíblica Latinoamericana,Costa Rica
Universidad Bicentenaria de Aragua,Venezuela
Universidad Blas Pascal,Argentina
Universidad Bolivariana,Chile
Universidad Bolivariana de Trabajadores Jesús Rivero,Venezuela
Universidad Bolivariana de Venezuela,Venezuela
Universidad Boliviana de Informática,Bolivia
Universidad Braulio Carrillo,Costa Rica
Universidad CAECE,Argentina
Universidad Camilo José Cela,Spain
Universidad Campesina de Venezuela Argimiro Gabaldón,Venezuela
Universidad Capitán General Gerardo Barrios,El Salvador
Universidad Carlos III de Madrid,Spain
Universidad Casa Grande,Ecuador
Universidad Castro Carazo,Costa Rica
Universidad Católica Agropecuaria del Trópico Seco,Nicaragua
Universidad Católica Andres Bello,Venezuela
Universidad Católica Boliviana,Bolivia
Universidad Católica Cecilio Acosta,Venezuela
Universidad Católica de Ávila,Spain
Universidad Católica de Colombia,Colombia
Universidad Católica de Córdoba,Argentina
Universidad Católica de Costa Rica,Costa Rica
Universidad Catolica de Cuenca,Ecuador
Universidad Catolica de Culiacan A.C.,Mexico
Universidad Católica de Cuyo,Argentina
Universidad Católica de El Salvador,El Salvador
Universidad Catolica de Honduras,Honduras
Universidad Católica de La Plata,Argentina
Universidad Católica de la Santísima Concepción,Chile
Universidad Católica de las Misiones,Argentina
Universidad Católica de Manizales,Colombia
Universidad Católica de Oriente,Colombia
Universidad Católica de Pereira,Colombia
Universidad Católica de Salta,Argentina
Universidad Católica de Santa Fe,Argentina
Universidad Católica de Santa María,Peru
Universidad Católica de Santiago de Guayaquil,Ecuador
Universidad Católica de Santiago del Estero,Argentina
Universidad Católica de Temuco,Chile
Universidad Católica de Trujillo Benedicto XVI,Peru
Universidad Católica de Valencia San Vicente Màrtir,Spain
Universidad Católica del Cibao,Dominican Republic
Universidad Católica del Este,Dominican Republic
Universidad Católica del Maule,Chile
Universidad Católica del Norte,Chile
Universidad Católica del Táchira,Venezuela
Universidad Católica del Uruguay,Uruguay
Universidad Católica Inmaculada Concepción de la Arquidiócesis de Managua,Nicaragua
Universidad Católica Juan Pablo II,Nicaragua
Universidad Católica Los Ángeles de Chimbote,Peru
Universidad Católica Luis Amigó,Colombia
Universidad Católica Nordestana,Dominican Republic
Universidad Católica Nuestra Señora de la Asunción,Paraguay
Universidad Catolica Redemptoris Mater,Nicaragua
Universidad Católica San Antonio de Murcia,Spain
Universidad Católica San Pablo,Peru
Universidad Católica Santa María La Antigua,Panama
Universidad Católica Santa Rosa,Venezuela
Universidad Católica Santo Domingo,Dominican Republic
Universidad Católica Santo Toribio de Mogrovejo,Peru
Universidad Católica Sedes Sapientiae,Peru
Universidad Católica Silva Henriquez,Chile
Universidad Católica Tecnológica de Barahona,Dominican Republic
Universidad Cenfotec,Costa Rica
Universidad Central,Colombia
Universidad Central de Bayamón,Puerto Rico
Universidad Central de Chile,Chile
Universidad Central de Nicaragua,Nicaragua
Universidad Central de Venezuela,Venezuela
Universidad Central del Caribe,Puerto Rico
Universidad Central del Ecuador,Ecuador
Universidad Central del Este,Dominican Republic
Universidad Central Marta Abreu de Las Villas,Cuba
"Universidad Central, Bolivia",Bolivia
"Universidad Central, Costa Rica",Costa Rica
Universidad Centro Médico Bautista,Paraguay
Universidad Centro Occidental Lisandro Alvarado,Venezuela
Universidad Centroamericana,Nicaragua
Universidad Centroamericana de Ciencias Empresariales,Nicaragua
Universidad Centroamericana de Ciencias Sociales,Costa Rica
Universidad Centroamericana José Simeón Cañas,El Salvador
Universidad CES,Colombia
Universidad César Vallejo,Peru
Universidad CESMAG,Colombia
Universidad CEU Cardenal Herrera,Spain
Universidad CEU San Pablo,Spain
Universidad Champagnat,Argentina
Universidad Chapultepéc A.C.,Mexico
Universidad Ciencias de la Salud,Peru
Universidad Científica del Perú,Peru
Universidad Cientifica del Sur,Peru
Universidad Cientifica Latino Americana de Hidalgo,Mexico
Universidad Colegio Mayor de Cundinamarca,Colombia
Universidad Columbia del Paraguay,Paraguay
Universidad Complutense de Madrid,Spain
Universidad Comunera,Paraguay
Universidad Continental,Peru
Universidad Continental de las Ciencias y las Artes,Costa Rica
Universidad Continental Justo Sierra,Mexico
Universidad Cooperativa de Colombia,Colombia
Universidad Creativa,Costa Rica
Universidad Cristiana Autónoma de Nicaragua,Nicaragua
Universidad Cristiana de Bolivia,Bolivia
Universidad Cristiana de las Asambleas de Dios,El Salvador
Universidad Cristiana de Panamá,Panama
Universidad Cristiana Evangélica Nuevo Milenio,Honduras
Universidad Cristóbal Colón,Mexico
Universidad Cuauhnáhuac,Mexico
Universidad Cuauhtémoc,Mexico
Universidad Da Vinci de Guatemala,Guatemala
Universidad de Aconcagua,Chile
"Universidad de Administración, Comercio y Aduana",Nicaragua
Universidad de Alcalá,Spain
Universidad de Alicante,Spain
Universidad de Almería,Spain
Universidad de América,Colombia
Universidad de Antioquía,Colombia
Universidad de Antofagasta,Chile
Universidad de Aquino Bolivia,Bolivia
Universidad de Artemisa,Cuba
"Universidad de Artes, Ciencias y Comunicación",Chile
Universidad de Atacama,Chile
Universidad de Ayacucho Federico Froebel,Peru
Universidad de Aysén,Chile
Universidad de Barcelona,Spain
Universidad de Belgrano,Argentina
Universidad de Bogotá Jorge Tadeo Lozano,Colombia
Universidad de Boyacá,Colombia
Universidad de Buenos Aires,Argentina
Universidad de Burgos,Spain
Universidad de Cádiz,Spain
Universidad de Caldas,Colombia
Universidad de Camagüey Ignacio Agramonte Loynaz,Cuba
Universidad de Cantabria,Spain
Universidad de Carabobo,Venezuela
Universidad de Cartagena,Colombia
Universidad de Cartago Florencio del Castillo,Costa Rica
Universidad de Castilla-La Mancha,Spain
Universidad de Celaya,Mexico
Universidad de Chile,Chile
Universidad de Ciego de Ávila Máximo Gómez Báez,Cuba
Universidad de Ciencias Aplicadas y Ambientales,Colombia
Universidad de Ciencias Comerciales,Nicaragua
Universidad de Ciencias de la Cultura Física y el Deporte Manuel Fajardo,Cuba
Universidad de Ciencias de la Salud,Venezuela
Universidad de Ciencias de la Salud y Energías Renovables,Nicaragua
Universidad de Ciencias Empresariales,Costa Rica
Universidad de Ciencias Empresariales y Sociales,Argentina
Universidad de Ciencias Médicas de Camagüey,Cuba
Universidad de Ciencias Médicas de Ciego de Ávila,Cuba
Universidad de Ciencias Médicas de Cienfuegos,Cuba
Universidad de Ciencias Médicas de Granma,Cuba
Universidad de Ciencias Médicas de Guantánamo,Cuba
Universidad de Ciencias Médicas de Holguín,Cuba
Universidad de Ciencias Médicas de La Habana,Cuba
Universidad de Ciencias Médicas de Las Tunas,Cuba
Universidad de Ciencias Médicas de Matanzas,Cuba
Universidad de Ciencias Médicas de Pinar del Río,Cuba
Universidad de Ciencias Médicas de Sancti Spíritus,Cuba
Universidad de Ciencias Médicas de Santiago de Cuba,Cuba
Universidad de Ciencias Médicas de Villa Clara,Cuba
"Universidad de Ciencias Médicas, Costa Rica",Costa Rica
"Universidad de Ciencias Médicas, Nicaragua",Nicaragua
Universidad de Ciencias Pedagógicas Enrique José Varona,Cuba
Universidad de Ciencias Pedagógicas Félix Varela Morales,Cuba
Universidad de Ciencias Pedagógicas Frank País García,Cuba
Universidad de Ciencias Pedagógicas Héctor Alfredo Pineda Zaldívar,Cuba
Universidad de Ciencias Pedagógicas José de la Luz y Caballero,Cuba
Universidad de Ciencias Pedagógicas Pepito Tey,Cuba
Universidad de Ciencias y Artes de América Latina,Peru
Universidad de Ciencias y Artes de Chiapas,Mexico
Universidad de Ciencias y Humanidades,Peru
Universidad de Cienfuegos Carlos Rafael Rodríguez,Cuba
Universidad de Colima,Mexico
Universidad de Comunicación Avanzada,Mexico
Universidad de Concepción,Chile
Universidad de Concepción del Uruguay,Argentina
Universidad de Congreso,Argentina
Universidad de Córdoba,Spain
"Universidad de Córdoba, Colombia",Colombia
Universidad de Costa Rica,Costa Rica
Universidad de Cuautitlán Izcalli,Mexico
Universidad de Cuenca,Ecuador
Universidad de Cundinamarca,Colombia
Universidad de Desarrollo Sustentable,Paraguay
Universidad de Deusto,Spain
Universidad de Ecatepec,Mexico
Universidad de El Salvador,El Salvador
Universidad de Especialidades del Espíritu Santo,Ecuador
Universidad de Especialidades Turísticas,Ecuador
Universidad de Estudios Avanzados,Mexico
Universidad de Extremadura,Spain
Universidad de Falcón,Venezuela
Universidad de Flores,Argentina
Universidad de Gerona,Spain
Universidad de Granada,Spain
Universidad de Granma,Cuba
Universidad de Guadalajara,Mexico
Universidad de Guanajuato,Mexico
Universidad de Guantánamo,Cuba
Universidad de Guayaquil,Ecuador
Universidad de Hermosillo A.C.,Mexico
Universidad de Holguín,Cuba
Universidad de Huánuco,Peru
Universidad de Huelva,Spain
Universidad de Ibagué,Colombia
Universidad de Iberoamérica,Costa Rica
Universidad de Ingeniería y Tecnología,Peru
Universidad de Jaén,Spain
Universidad de la Amazonia,Colombia
Universidad de la Amazonía Boliviana,Bolivia
Universidad de la Cañada,Mexico
Universidad de la Ciénega del Estado de Michoacán de Ocampo,Mexico
Universidad de la Comunicación S.C.,Mexico
Universidad de la Cordillera,Bolivia
Universidad de la Cuenca del Plata,Argentina
Universidad de la Empresa,Uruguay
Universidad de La Frontera,Chile
Universidad de La Guajira,Colombia
Universidad de La Habana,Cuba
Universidad de la Integración de las Américas,Paraguay
Universidad de la Isla de la Juventud Jesús Montané Oropesa,Cuba
Universidad de La Laguna,Spain
Universidad de la Marina Mercante,Argentina
Universidad de la República,Uruguay
Universidad de La Rioja,Spain
Universidad de La Sabana,Colombia
Universidad de La Salle,Colombia
Universidad de la Salle Bajío A.C.,Mexico
Universidad de la Salle Costa Rica,Costa Rica
Universidad de La Serena,Chile
Universidad de la Sierra,Mexico
Universidad de la Sierra A.C.,Mexico
Universidad de la Sierra Juárez,Mexico
Universidad de la Sierra Sur,Mexico
Universidad de Lambayeque,Peru
Universidad de Las Américas,Ecuador
Universidad de las Américas A.C.,Mexico
Universidad de las Américas Puebla,Mexico
"Universidad de las Américas, Nicaragua",Nicaragua
Universidad de las Artes,Ecuador
Universidad de las Californias Internacional S.C.,Mexico
Universidad de las Ciencias de la Comunicación de Puebla S.C.,Mexico
Universidad de las Ciencias Informáticas,Cuba
Universidad de las Ciencias y el Arte de Costa Rica,Costa Rica
Universidad de Las Palmas de Gran Canaria,Spain
Universidad de las Regiones Autónomas de la Costa Caribe Nicaragüense,Nicaragua
Universidad de Las Tunas,Cuba
Universidad de León,Spain
"Universidad de León, Mexico",Mexico
Universidad de Lérida,Spain
Universidad de les Illes Balears,Spain
Universidad de Lima,Peru
Universidad de Londres A.C.,Mexico
Universidad de Los Altos de Chiapas S.C.,Mexico
Universidad de Los Andes,Venezuela
"Universidad de los Andes, Bolivia",Bolivia
"Universidad de los Andes, Chile",Chile
"Universidad de los Andes, Colombia",Colombia
Universidad de Los Hemisferios,Ecuador
Universidad de los Lagos,Chile
Universidad de los Llanos,Colombia
Universidad de Magallanes,Chile
Universidad de Málaga,Spain
Universidad de Managua,Nicaragua
Universidad de Manizales,Colombia
Universidad de Margarita,Venezuela
Universidad de Matanzas,Cuba
Universidad de Medellín,Colombia
Universidad de Mendoza,Argentina
Universidad de Moa Dr Antonio Núñez Jiménez,Cuba
Universidad de Mondragón,Spain
Universidad de Montemorelos A.C.,Mexico
Universidad de Monterrey,Mexico
Universidad de Montevideo,Uruguay
Universidad de Morelia A.C.,Mexico
Universidad de Morón,Argentina
Universidad de Murcia,Spain
Universidad de Nariño,Colombia
Universidad de Navarra,Spain
Universidad de Negocios ISEC,Mexico
Universidad de Norteamerica,Mexico
Universidad de Occidente UDO,Nicaragua
"Universidad de Occidente, Guatemala",Guatemala
Universidad de O'Higgins,Chile
Universidad de Oriente,Cuba
"Universidad de Oriente, El Salvador",El Salvador
"Universidad de Oriente, Mexico",Mexico
"Universidad de Oriente, Venezuela",Venezuela
Universidad de Otavalo,Ecuador
Universidad de Oviedo,Spain
Universidad de Palermo,Argentina
Universidad de Pamplona,Colombia
Universidad de Panamá,Panama
Universidad de Pinar del Río Hermanos Saíz Montes de Oca,Cuba
Universidad de Piura,Peru
Universidad de Playa Ancha de Ciencias de la Educacion,Chile
Universidad de Puerto Rico,Puerto Rico
Universidad de Puerto Rico Bayamón,Puerto Rico
Universidad de Puerto Rico Carolina,Puerto Rico
Universidad de Puerto Rico en Aguadilla,Puerto Rico
Universidad de Puerto Rico en Arecibo,Puerto Rico
Universidad de Puerto Rico en Ponce,Puerto Rico
Universidad de Puerto Rico en Utuado,Puerto Rico
Universidad de Puerto Rico Humacao,Puerto Rico
"Universidad de Puerto Rico, Recinto de Ciencias Médicas",Puerto Rico
"Universidad de Puerto Rico, Recinto de Río Piedras",Puerto Rico
"Universidad de Puerto Rico, Recinto Universitario de Mayagüez",Puerto Rico
Universidad de Quintana Roo,Mexico
Universidad de Rubén Darío,Nicaragua
Universidad de Sahagun,Mexico
