DIVISION_NAME,DISTRICT_NAME,THANA_NAME,EIIN,INSTITUTE_NAME,VILL_ROAD,POST_OFFICE,MANAGEMENT,ISNTITUTION_TYPE,MOBILE
Khulna,Jhenaidah,Maheshpur,116722,FATEPUR DAKHIL MADRASAH,FATEPUR,KANAIDANGA,Non-Govt,Madrasha,01919275592
Khulna,Jhenaidah,Maheshpur,116743,MANDERBARIA DAKIL MADRASHA,MANDERBARIA,MANDARBARIA,Non-Govt,Madrasha,01757973444
Khulna,Jhenaidah,Maheshpur,116737,POLIANPUR DAKHIL MADRASHA,POLIANPUR,PALIANPUR,Non-Govt,Madrasha,01907678291
Khulna,Jhenaidah,Maheshpur,116746,ANANDO BAZAR DHAKHIL MADRASAH,GOBINDAPUR,SAMANTA BAZAR,Non-Govt,Madrasha,01918043241
Khulna,Jhenaidah,Maheshpur,116728,TALSHAR DHAKIL MADRASAH,38 NO. SREDHORPUR TALSHAR,SEZIA,Non-Govt,Madrasha,01917331108
Khulna,Jhenaidah,Maheshpur,137745,KULLAH DAKHIL MADRASAH,KULLAH,SEZIA,Non-Govt,Madrasha,01757699933
Khulna,Jhenaidah,Shailkupa,116809,ASHAN NAGAR A.B.C.D ALIM MADRASH,ASHAN NAGAR,BHATAI BAZAR,Non-Govt,Madrasha,01921774757
Khulna,Jhenaidah,Shailkupa,116814,BARDAH DAKHIL MADRASHA,BARDAH,CHARIAR BIL BAZAR,Non-Govt,Madrasha,01309116814
Khulna,Jhenaidah,Shailkupa,116815,PUTIMARI AOULIA DAKHIL MAD RASA,PUTIMARI,FULHARI,Non-Govt,Madrasha,01710035741
Khulna,Jhenaidah,Shailkupa,116810,KANCHERKOLE ISLAMIA FAZIL MADRASHA,KANCHER KOLE,KANCHERKOLE,Non-Govt,Madrasha,01716236055
Khulna,Jhenaidah,Shailkupa,116811,PANCH PAKHIA SIDDIQUEA FAZIL MADRASHA,PANCHPAKHIA,KUMIRADHA,Non-Govt,Madrasha,01920290736
Khulna,Jhenaidah,Shailkupa,116817,NADPARA DAKHIL MADRASHA,NADPARA,NADPARA,Non-Govt,Madrasha,01924197788
Khulna,Jhenaidah,Shailkupa,116813,NAGIRAT MAKRAMPUR D MADRASA,NAGIRAT,NAGIRAT,Non-Govt,Madrasha,01721757296
Khulna,Jhenaidah,Shailkupa,116812,ROYERA ISLAMIA DAKHIL MADRASAH,ROYERA,ROYERA,Non-Govt,Madrasha,01716180772
Khulna,Jhenaidah,Shailkupa,116816,SHOHID NAGAR DAKHIL MADRASHA,SHOHID NAGAR,SHAHID NAGAR,Non-Govt,Madrasha,01747525154
Khulna,Jhenaidah,Shailkupa,116808,SHAILKUPA FAZIL MADRASAH,SHAILKUPA,SHAILKUPA,Non-Govt,Madrasha,01718081038
Khulna,Jhenaidah,Shailkupa,134259,SHIDDI DAKHIL MADARASAH,SHIDDI,BENIPUR,Non-Govt,Madrasha,01943152883
Khulna,Jhenaidah,Shailkupa,116819,JANGALIA KARI A. KADER (RH) DAKHIL MADRASHA,JANGALIA,BOYALIA,Non-Govt,Madrasha,01745516592
Khulna,Jhenaidah,Shailkupa,116820,DHAWRAH DAKHIL MADRASHA,DHAWRAH,DHAORA,Non-Govt,Madrasha,01782517791
Khulna,Jhenaidah,Shailkupa,116818,FULHARI DAKHIL MADRASHA,FULHARI,FULHARI,Non-Govt,Madrasha,01734446332
Khulna,Jhenaidah,Shailkupa,135087,DIGHOLGRAM PIRAGATI DAKHIL MADRASAH,158 NO. DIGHOLGRAM,NAKAIL BAZAR,Non-Govt,Madrasha,01710036081
Khulna,Khulna,Batiaghata,116859,JAMEA ISLAMIA ARABIA SUNDAR MOHAL DAKHIL MADRASAH,SUNDAR MOHAL,BAR ARIA,Non-Govt,Madrasha,01730973487
Khulna,Khulna,Batiaghata,116860,RANJITER HULA TARIKUSSUNNAT DAKHIL MADRASAH,RANJITER HULA,BIRAT,Non-Govt,Madrasha,01309116860
Khulna,Khulna,Batiaghata,116858,FULBARI ALIM (SENIOR) MADRASAH,FULBARI,FULBARI,Non-Govt,Madrasha,01718347284
Khulna,Khulna,Batiaghata,116861,RAYPUR DAKHIL MADRASAH,RAYPUR,SURKHALI,Non-Govt,Madrasha,01710616264
Khulna,Khulna,Batiaghata,135086,YOUSUFIA DAKHIL MADRASAH,SACHIBUNIA,CHHOYGHORIA,Non-Govt,Madrasha,01770640060
Khulna,Khulna,Batiaghata,116862,KHARABAD MOHILA DAKHIL MADRASAH,KHARABAD,K.BAINTALA,Non-Govt,Madrasha,01734200721
Khulna,Khulna,Dacope,116919,KAKRABUNIA SIRAJIA DAKHIL MADRASHA,KAKRABUNIA,BATBUNIA,Non-Govt,Madrasha,01982655660
Khulna,Khulna,Dacope,116917,CHALNA BILLALIA ALIM MADRASA,GORKATE,CHALNA BAZAR,Non-Govt,Madrasha,01712404626
Khulna,Khulna,Dacope,116918,NALIAN ALIM MADRASAH,NALIAN,NALIAN,Non-Govt,Madrasha,01718608606
Khulna,Khulna,Dacope,116920,GUNAREE DAKHIL MADRASA,SUTARKHALI,SUTARKHALI,Non-Govt,Madrasha,01928894502
Khulna,Khulna,Dacope,116921,JAYNAGOR DAKHIL MADRASAH,JAYNAGAR,RAJNAGAR,Non-Govt,Madrasha,01913213730
Khulna,Khulna,Daulatpur,116951,DEANA PABLA ISALMIA DHAKHIL MADRASA,69/1 | AYUB ALI ROAD | PABLA | DOULOTPUR | KHULNA.,DAULAT PUR,Non-Govt,Madrasha,01911898497
Khulna,Khulna,Daulatpur,131553,DEANA MOHILA DAKHIL MADRASA,DEANA NESAR UDDIN ROAD,DAULATPUR,Non-Govt,Madrasha,01934445420
Khulna,Khulna,Daulatpur,116949,DAULATPUR ALIM MADRASHA,MAHESWAR PASHA | KEDARNATH MAIN ROAD,KUET,Non-Govt,Madrasha,01917601308
Khulna,Khulna,Dumuria,117022,BORUNA BAZAR (DIMUKHI) DAKHIL MADRASHA,BORUNA,BARUNA BAZAR,Non-Govt,Madrasha,01730978265
Khulna,Khulna,Dumuria,117027,CHENCHURI DARUSSUNNAH DAKHIL MADRASHA,CHENCHURI,CHECHURI BAZAR,Non-Govt,Madrasha,01718019856
Khulna,Khulna,Dumuria,117036,CHUKNAGAR HASANIA DAKHIL MADRASHA,CHUKNAGAR,CHUKNAGAR,Non-Govt,Madrasha,01737479731
Khulna,Khulna,Dumuria,117026,NURANIA ISLAMIA FAZIL MADRASA,NARINA,CHUKNAGAR,Non-Govt,Madrasha,01916525017
Khulna,Khulna,Dumuria,117034,CHUKNAGAR N.D.S GIRLS DAKHIL MADRASHA,NURANIA,CHUKNAGAR,Non-Govt,Madrasha,01716953474
Khulna,Khulna,Dumuria,117023,DUMURIA MOZIDIA ISLAMIA SENIOR MADRASAH,DUMURIA,DUMURIA,Non-Govt,Madrasha,01309117023
Khulna,Khulna,Dumuria,117039,SENPARA BAHRUL ULUM DAKHIL MADRASHA,SENPARA,KAGAJIPARA,Non-Govt,Madrasha,01911838269
Khulna,Khulna,Dumuria,117031,TIPNA ANGARDOHA DAKHIL MADRASA,ANGARDAHA,KHARNIA,Non-Govt,Madrasha,01712447964
Khulna,Khulna,Dumuria,117046,PANCHPOTA ISLAMIA DAKHIL MADRASAH,PANCHPOTA,KHARNIA,Non-Govt,Madrasha,01714353436
Khulna,Khulna,Dumuria,117038,RANAI MOHILA DAKHIL MADRASHA,RANAI,KHORNIA,Non-Govt,Madrasha,01718529667
Khulna,Khulna,Dumuria,117037,MAGURA GHONA DAKHIL MADRASHA,MAGURA GHONA,MAGURA GHONA,Non-Govt,Madrasha,01721386977
Khulna,Khulna,Dumuria,117033,ARASHNAGAR SK. SHAH AFJAL DAKHIL MADRASHA,ARASHNAGAR,MAGURAGHONA,Non-Govt,Madrasha,01916525026
Khulna,Khulna,Dumuria,117040,ATHROMILE B A M K DAKHIL MADRASHA,BATAGRAM,MAGURAKHONA,Non-Govt,Madrasha,01716779631
Khulna,Khulna,Dumuria,117043,KOMRAIL R.D.P.T. FARUQUIA DAKHIL MADRASHA,KOMRAIL,R.KOMRAIL,Non-Govt,Madrasha,01766751887
Khulna,Khulna,Dumuria,117028,CHAHERA S.K. DAKHIL MADRASHA,CHAHERA,RUDAGHARA,Non-Govt,Madrasha,01717251757
Khulna,Khulna,Dumuria,117024,ULA MAZIDIA ISLAMIA ALIA DAKHIL MADRASHA,ULA,SAHAS,Non-Govt,Madrasha,01704000578
Khulna,Khulna,Dumuria,117021,DUMURIA MOHILA DAKHIL MADRASAH,DUMURIA,SAJIARA,Non-Govt,Madrasha,01309117021
Khulna,Khulna,Dumuria,117047,SAHOSH ISLAMIA DAKHIL MADRASAH,SAHOSH,SHAHOSH,Non-Govt,Madrasha,01912961640
Khulna,Khulna,Dumuria,117032,ANDULIA KADERIA DAKHIL MADRASHA,ANDULIA,SHAHPUR,Non-Govt,Madrasha,01309117032
Khulna,Khulna,Dumuria,117029,MADHUGRAM ISLAMIA ALIM MADRASAH,MADHUGRAM,SHAHPUR,Non-Govt,Madrasha,01718829970
Khulna,Khulna,Dumuria,117045,SHARAFPUR DAKHIL QURAN DAKHIL MADRASHA,SHARAFPUR,SHARAFPUR,Non-Govt,Madrasha,01914835272
Khulna,Khulna,Dumuria,117035,SOVNA DARUS SUNNAH DAKHIL MADRASHA,SHOVNA,SOVNA,Non-Govt,Madrasha,01721362512
Khulna,Khulna,Dumuria,117030,THUKRA ISLAMIA WAZADIA DAKHIL MADRASHA,THUKRA,THUKURA,Non-Govt,Madrasha,01714847190
Khulna,Khulna,Dumuria,117049,SHOLGATIA GIRL'S DAKHIL MADRASHA,SHOLGATIA,RUDAGHARA,Non-Govt,Madrasha,01920114765
Khulna,Khulna,Dumuria,117025,KHALSHI ALAUSSUNAN HOSAINI DAKHIL MADRASHA,KHALSHI,SAJIARA,Non-Govt,Madrasha,01928750638
Khulna,Khulna,Dumuria,117020,GONALI FATIMATUZZOHRA (R:) MOHILA DAKHIL MADRASAH,GONALI,SHOVANA,Non-Govt,Madrasha,01724218009
Khulna,Khulna,Dighalia,117078,HACHENIA DAHHIL MADRASHA,PANIGATI,HAZIGRAM,Non-Govt,Madrasha,01718015696
Khulna,Khulna,Khalishpur,117106,CRESCENT ALIM MADRASAH,CRESCENT JUTE MILLS COLONI,G.P.O - KHULNA,Non-Govt,Madrasha,01710963948
Khulna,Khulna,Khalishpur,117105,KHULNA NESARIA KAMIL MADRASHA,MUJGUNNI/300 | NEW JESSORE ROAD.,GPO-9000,Non-Govt,Madrasha,01715951124
Khulna,Khulna,Khalishpur,135050,DARUL QURAN DAKHIL MADRASHA,112,GPO-9000,Non-Govt,Madrasha,01712335344
Khulna,Khulna,Khan Jahan Ali,117125,MIRERDANGA ISLAMIA ALIM MADRASA,MIRERDANGA,SONALI JUTEMILL,Non-Govt,Madrasha,01969795598
Khulna,Khulna,Khulna Sadar,117162,KHULNA ALIA KAMIL MADRASAH,88 | KHANJAHAN ALI ROAD,KHULNA,Non-Govt,Madrasha,01558366792
Khulna,Khulna,Khulna Sadar,117159,KHAN A. SOBUR MOHILA FAZIL MADRASHA,20 | SAYED MAS A GAUSUL HAQUE ROAD,KHULNA,Non-Govt,Madrasha,01713720676
Khulna,Khulna,Khulna Sadar,117160,BISHWA ISALAM MISSION DAKHIL MADRASAH,RAILWAY STATION,KHULNA CITY,Non-Govt,Madrasha,01912781528
Khulna,Khulna,Khulna Sadar,117161,DAKKHIN TUTPARA AHAMADIA DAKHIL MADRASA,30,SHIPYARD,Non-Govt,Madrasha,01309117161
Khulna,Khulna,Khulna Sadar,117163,HAZI ABDUL MALEK SALEHAIDA D.S MADRASA,LABANCHARA,SHIPYARD,Non-Govt,Madrasha,01748900802
Khulna,Khulna,Koyra,117215,D. F. NAKSHA ALIM MADRASAH,NAKSHA,AMADI,Non-Govt,Madrasha,01719686152
Khulna,Khulna,Koyra,117213,KALNA AMINIA FAZIL MADRASAH,KALNA,ANTABUNIA,Non-Govt,Madrasha,01718181191
Khulna,Khulna,Koyra,117231,P.K. S . A DARUSSUNNAH DAKHIL MADRASHA,PURBO KALNA,ANTABUNIA,Non-Govt,Madrasha,01914662191
Khulna,Khulna,Koyra,117224,JOYPUR SHIMARAIT DARUSSUNNA DAKHIL MADRASHA,SHIMLAR HAT,ANTABUNIA,Non-Govt,Madrasha,01954815557
Khulna,Khulna,Koyra,117230,KALNA GIRLS DAKHIL MADRASA,KALNA,ANTABUNIA,Non-Govt,Madrasha,01912955936
Khulna,Khulna,Koyra,117228,DEARA ANTABUNIA DAKHIL MADRASHA,DEADA,ANTINA BUNIA,Non-Govt,Madrasha,01921773691
Khulna,Khulna,Koyra,117216,BEDKASHI HABIBIA DAKHIL MADRASAH,UTTAR BEDKASHI,BADKASHI,Non-Govt,Madrasha,01919-839894
Khulna,Khulna,Koyra,117221,BE.SIN .MIM BAYLAHARANIA ALIM MADRASHA,BAYLAHARANIA,BAMIA,Non-Govt,Madrasha,01915951244
Khulna,Khulna,Koyra,117220,BEZPARA HAYATUNNESA DAKHIL MADRASHA,BEZPARA,BANDARPOLE,Non-Govt,Madrasha,01309117220
Khulna,Khulna,Koyra,117222,KUSHODANGA ALHAZ KOMOR UDDIN ALIM MADRASHA,KUSHODANGA,BHANDARPOL,Non-Govt,Madrasha,01936278020
Khulna,Khulna,Koyra,117235,KHIROL MOHILA DAKHIL MADRASHA,KHIROL,BHANDERPOLE,Non-Govt,Madrasha,01912549559
Khulna,Khulna,Koyra,117218,SUNDER BON SIDDQUIA DAKHIL MADRASHA,DOKKHIN BATHKASHI,CHARA MUKHA,Non-Govt,Madrasha,01916528218
Khulna,Khulna,Koyra,117214,GHUGRAKATI FAZIL MADRASHA,GHUGRAKATI,GHUGRAKATI,Non-Govt,Madrasha,01309117214
Khulna,Khulna,Koyra,117212,KOYRA SIDDIQEA MALTILEAL FAZIL MADRASA,04 NO KOYRA,KOYRA,Non-Govt,Madrasha,01716719980
Khulna,Khulna,Koyra,117226,KAYRA ASCHIN MOHILA DAKIL MADRASHA,4 NO KOYRA,KOYRA,Non-Govt,Madrasha,01716082691
Khulna,Khulna,Koyra,117211,KOYRA UTTAR CHAK AMINIA MULTILATERAL KAMIL MADRASA,KOYRA,KOYRA,Non-Govt,Madrasha,01711397587
Khulna,Khulna,Koyra,117229,KOYRA MODINABAD DARUSSALAM MOHILA D. MADRASHA,KOYRA,MADINABAD,Non-Govt,Madrasha,01918788253
Khulna,Khulna,Koyra,117227,DAKKEN MAHESWARIPUR DAKHIL MADRASHA,MAHESWARIPUR,MAHESWARIPUR,Non-Govt,Madrasha,01718766013
Khulna,Khulna,Koyra,117232,GOBRA DAKHIL MADRASAH,GOBRA,MODINABAD,Non-Govt,Madrasha,01913264895
Khulna,Khulna,Koyra,117217,KAYRA MADINABAD DAKHIL MADRASAH,KAYRA,MODINABAD,Non-Govt,Madrasha,01704885919
Khulna,Khulna,Koyra,117225,CHOWKUNI ISLAMIA DAKHIL MADRASHA,CHOWKUNI,SATHALIA,Non-Govt,Madrasha,01914305501
Khulna,Khulna,Koyra,117223,SATHALIA GAUSUL AZAM DAKHIL MADRASHA,SATHALIA,SATHALIA,Non-Govt,Madrasha,01919879899
Khulna,Khulna,Koyra,117219,ARJUNPUR HASANIA DAKHIL MADRASHA,ARJUNPUR,SHARISHAMUT,Non-Govt,Madrasha,01922621038
Khulna,Khulna,Koyra,117234,CHANNIR CHAK B.K. DAKHIL MADRASAH,CHANNIR CHAK,BHANDER POLE,Non-Govt,Madrasha,01740940822
Khulna,Khulna,Koyra,117233,NARAN PUR MOHILA DAKHIL MADRASHA,NARANPUR,BHANDER POLE,Non-Govt,Madrasha,01913393703
Khulna,Khulna,Koyra,117237,M.M. DARUS SUNNAH DAKHIL MADRASHA,MATHBARIA,MOHARAJPUR,Non-Govt,Madrasha,01916138726
Khulna,Khulna,Paikgachha,117300,PATRA BUNIA ALIM MADRASAH,,BAGU LAR CHALK,Non-Govt,Madrasha,01915085328
Khulna,Khulna,Paikgachha,117313,BANGABANDHU MOHILA DAKHIL MADRASAH,AMIRPUR,BAGURA CHALK,Non-Govt,Madrasha,01715645263
Khulna,Khulna,Paikgachha,117307,PATKEL POTA DAKHIL MADRASAH,PATKEL POTA,BET BUNIA,Non-Govt,Madrasha,01921917846
Khulna,Khulna,Paikgachha,117310,CHAND KHALI SULTANIA DAKHIL MADRASAH,KALIDASPUR,CHAND KHALI,Non-Govt,Madrasha,01716423368
Khulna,Khulna,Paikgachha,117311,KAWALI DAKHIL MADRASAH,KAWALI,CHANDKHALI,Non-Govt,Madrasha,01716106389
Khulna,Khulna,Paikgachha,117298,MATHBATI G.G.P.G DAKHIL MADRASA,MATHBATI,GADAI PUR,Non-Govt,Madrasha,01912120025
Khulna,Khulna,Paikgachha,117309,FAKIRABAD SHANTA AL HAZ NURUL HAQUE DAKHIL MADRASAH,SHANTA,GARAI KHALI,Non-Govt,Madrasha,01990272484
Khulna,Khulna,Paikgachha,117306,GAZALIA KALUA ALIM MADRASHA,GAZALIA,GAZALIA,Non-Govt,Madrasha,01917627711
Khulna,Khulna,Paikgachha,117302,UTTAR SALUA A. HAI SIDDIQUI DAKHIL MADRASAH,UTTAR SALUA,HARI DALI,Non-Govt,Madrasha,01716954162
Khulna,Khulna,Paikgachha,117299,KAPILMUNI ZAFFAR AWLIA FAZIL DEGRE MADRASAH,KAPILMUNI,KAPIL MUNI,Non-Govt,Madrasha,01719635546
Khulna,Khulna,Paikgachha,117305,KHARIA DAKHIL MADRASHA,KHARIA,KHAIRA,Non-Govt,Madrasha,01921773668
Khulna,Khulna,Paikgachha,117303,ALAM TALA ISLAMIA AZIZA FAZIL MADRASAH,ALAMTALA,LAKSHI KHOLA,Non-Govt,Madrasha,01715232501
Khulna,Khulna,Paikgachha,117308,PAIK GACHA SINIOR ALIM MADRASHA,BRIJ ROAD,PAIK GACHA,Non-Govt,Madrasha,01911594566
Khulna,Khulna,Paikgachha,117301,LASHKAR PAIK GACHA ISLAMIA DAKHIL MADRASHA,PAIK GACHHA,PAIK GACHA,Non-Govt,Madrasha,01933850899
Khulna,Khulna,Paikgachha,117297,HABIB NAGAR M.K.D.S.B. FAZIL MADRASHA,HABIB NAGAR,RAMCHANDRA NAGAR,Non-Govt,Madrasha,01712311653
Khulna,Khulna,Paikgachha,117304,RARULI ALIM MADRASAH,RARULI,RARULI,Non-Govt,Madrasha,01718291153
Khulna,Khulna,Paikgachha,117312,GODAIPUR MOHILA DAKHIL MADRASAH,GODAIPUR,GODAIPUR,Non-Govt,Madrasha,01726810507
Khulna,Khulna,Paikgachha,117316,AL-AMIN MOHILA DAKHIL MADRASHA,TAKIA,GODAIPUR,Non-Govt,Madrasha,01711039469
Khulna,Khulna,Paikgachha,117317,HARIDAS KATI H.U.N. MOHILA DAKHIL MADRASHA,HARIDAS KATI,HARIDHALI,Non-Govt,Madrasha,01795564094
Khulna,Khulna,Paikgachha,117314,KATIPARA DAKHIL MADRASAH,RARULI,KATIPARA,Non-Govt,Madrasha,01760663951
Khulna,Khulna,Paikgachha,117315,SONATANKATI ALHERA DAKHIL MADRASHA,SONATANKATI,MAHMUDKATI,Non-Govt,Madrasha,01714950914
Khulna,Khulna,Phultala,117352,MOSHIALI DARUL ULUM DAKHIL MADRASAH,MOSHIALI,ATRA SHILPA ALAKA,Non-Govt,Madrasha,01721582167
Khulna,Khulna,Phultala,117349,FULTALA AHMADIA FAZIL MADRASH,VILLAGE-TAZPUR | POST-FULTALA | UP-FULTALA | KHULNA,FULTALA,Non-Govt,Madrasha,01716209398
Khulna,Khulna,Phultala,117353,GARAKHOLA DAKHIL MADRASAH,GARAKHOLA,GARAKHOLA,Non-Govt,Madrasha,01728845436
Khulna,Khulna,Phultala,117126,GILATALA AHAMADIA DAKHIL MADRASAH,GILATALA,JAHANABAD CANTONMENT,Non-Govt,Madrasha,01705725087
Khulna,Khulna,Phultala,117350,JAMIRA BAZAR PIPRAIL SIDDIKIA FAZIL MADRASAH,PIPRAIL,JAMIRA HAT,Non-Govt,Madrasha,01719684894
Khulna,Khulna,Phultala,117348,KAZI ABU MOKARRAM FAZLUL BARI DAKHIL MADRASHA,PAIGRAM KOSBA,PAIGRAM KASBA,Non-Govt,Madrasha,01715568623
Khulna,Khulna,Phultala,117354,JOGINIPASHA DAKHIL MADRASHA,JOGINIPASHA,RAJGHAT,Non-Govt,Madrasha,01911846997
Khulna,Khulna,Phultala,117127,SHIROMONI ALIM MADRASHA,SHIROMONI,SHIROMONI,Non-Govt,Madrasha,01912123126
Khulna,Khulna,Rupsa,117381,A.B.C.D.S HOSSAINPUR SIDDIQUIA DAKHIL MADRASAH,HOSSAINPUR,AJGARA,Non-Govt,Madrasha,01709908058
Khulna,Khulna,Rupsa,117385,SAMANTASENA DARUSUNNAT SIDDIKA DAKHIL MADRASA,SAMANTASENA,ALAIPUR,Non-Govt,Madrasha,01915893398
Khulna,Khulna,Rupsa,117386,RUPSHA DARUSSUNNAT ALIM MADRASAH,GOAL BATHAN,ALIPUR,Non-Govt,Madrasha,01718555231
Khulna,Khulna,Rupsa,117388,NANDANPUR DAKHIL MADRASAH,NANDANPUR,BELFULIA,Non-Govt,Madrasha,01912465409
Khulna,Khulna,Rupsa,117384,CHANDPUR DAKHIL MADRASAH,CHANDPUR,BORAKNAGAR,Non-Govt,Madrasha,01711161283
Khulna,Khulna,Rupsa,117382,DEARA JUGIHATI AMINIA ALIM MADRASHA,JUGIHATI,JUGIHATI,Non-Govt,Madrasha,01912900386
Khulna,Khulna,Rupsa,117380,BAGMARA AL AKSA DAKHIL MADRASA,BAGMARA,PURBA RUPSA,Non-Govt,Madrasha,01712650734
Khulna,Khulna,Rupsa,117387,TILOK SIDDIK - E - AKBAR DAKHIL MADRASAH,TILAK,TILAK,Non-Govt,Madrasha,01941261977
Khulna,Khulna,Rupsa,117389,N. N. S. K MOHILA DAKHIL MADRASAH,SREE RAMPUR,NAIHATI KALIBARI,Non-Govt,Madrasha,01923649241
Khulna,Khulna,Sonadanga,117424,MUHAMMADNAGAR ISLAMIA DAKHIL MADRASAH,17,G.P.O. KHULNA,Non-Govt,Madrasha,01723198145
Khulna,Khulna,Sonadanga,117423,MUHAMMADNAGAR WOMEN | S KAMIL MADRASAH.,37/5 MASJID SARANI,G.P.O. KHULNA,Non-Govt,Madrasha,01716464020
Khulna,Khulna,Sonadanga,117421,DARUL QURAN SIDDIKIA KAMIL MADRASA,3/1 | HAJI ISMAIL ROAD,KHULNA,Non-Govt,Madrasha,01711272026
Khulna,Khulna,Sonadanga,117422,TALIMUL MILLAT RAHMATIA FAZIL MADRASAH,GOBOR CHAKA,KHULNA CITY,Non-Govt,Madrasha,01911701060
Khulna,Khulna,Sonadanga,117425,AL FARUQUE SOCIETY DAKHIL MADRASA,17,G.P.O-9000,Non-Govt,Madrasha,01726159737
Khulna,Khulna,Terokhada,117452,ANANDA NAGAR NESARIA DAKHIL MADRASAH,ANANDA NAGAR,ANANDA NAGAR,Non-Govt,Madrasha,01959579070
Khulna,Khulna,Terokhada,117453,ATALIA SIDDIQUIA ALIM MADRASAH,ATALIA,ATLIA,Non-Govt,Madrasha,01915576313
Khulna,Khulna,Terokhada,117454,NACHUNIA JUNARI DHAKIL MADRASAH,JUNARI,JUNARI,Non-Govt,Madrasha,01934804617
Khulna,Khulna,Terokhada,117451,PANTITA ISLAMIA DAKHIL MADRASAH,PANTITA,PANTITA,Non-Govt,Madrasha,01721193393
Khulna,Khulna,Terokhada,117457,KHADIZATUL QUBRA R MAHILA DHAKHIL MADRASAH,KHARBARIA,SHIYALI,Non-Govt,Madrasha,01922865082
Khulna,Khulna,Terokhada,117455,IKHORI DAKHIL MADRASAH,IKHORI,TEROKHADA,Non-Govt,Madrasha,01309117455
Khulna,Khulna,Terokhada,117458,MODHUPUR ISLAMIA DAKHIL MADRASAH,MODHUPUR,KOLA-PATGATEE,Non-Govt,Madrasha,01740998661
Khulna,Kushtia,Bheramara,117495,BAHADUR PUR DAKHIL MADRASHA,MEGHNAPARA,BAHADURPUR,Non-Govt,Madrasha,01709908113
Khulna,Kushtia,Bheramara,117493,BHERAMARA ALIM MADRASHA,KACHARI PARA,BHERAMARA,Non-Govt,Madrasha,01712137905
Khulna,Kushtia,Bheramara,117494,PACHIM BAHIR CHAR 12 MILE DAKHIL MADRASHA,PACHIM BAHIR CHAR 12 MILE,BHERAMARA,Non-Govt,Madrasha,01711703630
Khulna,Kushtia,Bheramara,117496,BAHIR CHAR SHOLODAG DAKHIL MADRASHA,BAHIR CHAR SHOLODAG,BAHIRCHAR,Non-Govt,Madrasha,01716582569
Khulna,Kushtia,Daulatpur,117590,BARAGANGDIA SIDDIQUIA DAKHIL MADRASAH,BARAGANGDIA,BARAGANGDIA,Non-Govt,Madrasha,01783746066
Khulna,Kushtia,Daulatpur,117589,BAZUMARA ISLAMIA DAKHIL MADRASHA,PURBO AMDANI GHAT,CHILMARI,Non-Govt,Madrasha,01709908218
Khulna,Kushtia,Daulatpur,117591,BAITUN NOOR ALIM MADRASA,DAULAT KHALI,DAULAT KHALI,Non-Govt,Madrasha,01309117591
Khulna,Kushtia,Daulatpur,117593,DAUTLATPUR DAKHIL MADRASHA,DAUTLATPUR,DAULTPUR,Non-Govt,Madrasha,01715211458
Khulna,Kushtia,Daulatpur,117592,REZWANUL ULUM ALIM MADRASAH,CHUAMOLLIK PARA,KANCHON NAGAR,Non-Govt,Madrasha,01710833872
Khulna,Kushtia,Daulatpur,117588,MUSLIM NAGAR DAKHIL MADRASHA,MUSLIM NAGAR,MOHISH KONDI,Non-Govt,Madrasha,01759471185
Khulna,Kushtia,Daulatpur,117595,MOZAMMEL HOQUE DAKHIL MADRASHA,MATHURAPUR,MOTHURAPUR,Non-Govt,Madrasha,01711450467
Khulna,Kushtia,Daulatpur,117594,PHILIPNAGAR DAKHIL MADRASHA,PHILIPNAGAR,PHILIPNAGAR,Non-Govt,Madrasha,01829824840
Khulna,Kushtia,Daulatpur,117599,PIPULBARA AHOSANA DAKHIL MADRASHA,PIPULBARIA,PIPULBARIA,Non-Govt,Madrasha,01747410950
Khulna,Kushtia,Daulatpur,117596,SHOSHIDHAR PUR DARUN NUR DAKHIL MASRASHA,SHOSHIDHAR PUR,TARAGUNIA,Non-Govt,Madrasha,01716555038
Khulna,Kushtia,Daulatpur,117601,BOIRAGIR CHAR RAHIMPUR DAKHIL MADRASHA,BOIRAGIR CHAR,BOIRAGIRCHAR,Non-Govt,Madrasha,01731434754
Khulna,Kushtia,Daulatpur,117597,FAISAL WAJED DAKHIL MADRASHA,DHARMADAHA,DHARMADAHA,Non-Govt,Madrasha,01716953448
Khulna,Kushtia,Daulatpur,117600,SHEHALA DAKHIL MADRASHA,SHEHALA,GOALGRAM,Non-Govt,Madrasha,01712335473
Khulna,Kushtia,Daulatpur,117598,MIRZAPUR VURKA AL HERA DAKHIL MADRASHA,VURKA PARA,MAJHDIAR,Non-Govt,Madrasha,01731540735
Khulna,Kushtia,Daulatpur,117586,RABIUL AWAL DAKHIL MADRASHA,REFAITPUR,REFAITPUR,Non-Govt,Madrasha,01731376120
Khulna,Kushtia,Khoksa,117647,GONESHPUR QASEMUL ULUM DAKHIL MADRASHA,GONESHPUR,AJOIL,Non-Govt,Madrasha,01712596564
Khulna,Kushtia,Khoksa,117642,CHANDOT M.B MADINATUL UL ALIM MADRASAH,CHANDOT,CHANDOT,Non-Govt,Madrasha,01869021130
Khulna,Kushtia,Khoksa,117644,BILZANI DAKHIL MADRASHA,BILZANI,JANIPUR,Non-Govt,Madrasha,01718715542
Khulna,Kushtia,Khoksa,117641,ALHAJ MD. SODOR UDDIN KHAN DAKHIL MADRASHA,KHOKSA,JANIPUR,Non-Govt,Madrasha,01711966413
